track_name,artists,year,duration,tempo,track_genre,popularity
There's No Way (feat. Julia Michaels),Lauv;Julia Michaels,2018,2:54,147.02,electro,67
Bartzabel,Behemoth,2018,5:01,109.003,black-metal,47
Humanos Como Tú,División Minúscula,2018,3:49,132.084,punk-rock,42
Sorry,NTRL,2018,3:49,95.991,punk-rock,42
以為和你熟,my little airport,2018,2:27,112.147,cantopop,36
我們 - 《後來的我們》電影主題曲,Eason Chan,2018,4:20,144.58,cantopop,57
One Kiss,Calvin Harris;Dua Lipa,2018,3:29,124.023,electro,60
Caterpillar (feat. Eminem & King Green),"Royce Da 5'9"";Eminem;King Green",2018,4:43,91.08,hardcore,57
Piano Baby Lullabies,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,2018,2:07,70.589,sleep,33
Pink Noise For Sleep 9,Granular,2018,1:16,0.0,sleep,33
The Best Baby Lullaby Music,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,2018,2:14,74.743,sleep,33
Angelina,Jacek Stachursky,2018,3:19,120.018,disco,30
Don't Make Me Wait Too Long,Barry White,2018,3:16,123.222,disco,30
Eine neue Leber ist wie ein neues Leben (Eine neue Liebe ist wie ein neues Leben),Tim Toupet,2018,3:38,138.054,disco,30
I Don't Wanna Live Forever (Fifty Shades Darker) - Acoustic Version,Sara Farell;Simon Samaeng,2018,3:52,118.026,acoustic,48
Cidro Janji,Didi Kempot,2018,5:26,125.948,j-pop,37
ODD FUTURE short ver.,UVERworld,2018,1:29,127.924,anime,56
愛了很久的朋友(電影「後來的我們」插曲),Hebe Tien,2018,4:28,130.637,mandopop,49
"但願人長久 - 劇集 ""跳躍生命線"" 插曲",HANA,2018,4:00,183.357,cantopop,30
彌敦道的一晚good trip,my little airport,2018,2:57,147.898,cantopop,37
Tek Weh Yuh Heart,Sean Paul;Tory Lanez,2018,3:45,94.983,dancehall,48
The Wheels on the Bus,Wheels on the Bus,2018,2:27,120.001,children,40
Love You Anymore,Michael Bublé,2018,3:02,90.012,j-pop,63
blue bird,Zachary Knowles,2018,3:41,129.981,chill,51
Prioridade,Midian Lima,2018,4:11,94.026,brazil,45
Nervous Tics (feat. Holly Walker),Maribou State;Holly Walker,2018,4:14,125.99,garage,63
Written on the Sky,Max Richter,2018,1:40,136.278,ambient,58
I Don't Need Your Love,SIX;Izuka Hoyle,2018,6:07,97.611,show-tunes,58
i loved you first,joan,2018,3:47,75.02,chill,53
E. Coli (feat. Earl Sweatshirt),The Alchemist;Earl Sweatshirt,2018,2:12,96.019,hardcore,72
My Enemy,CHVRCHES;Matt Berninger,2018,3:53,133.985,synth-pop,31
Can't Stop Falling in Love,W O L F C L U B,2018,3:14,99.985,synth-pop,37
Pamplemousse,Flavien Berger,2018,4:35,125.94,synth-pop,44
Myself,Bazzi,2018,2:47,195.918,electro,68
Sing Me to Sleep,Alan Walker,2018,3:07,176.062,electro,66
sex money feelings die,Lykke Li,2018,2:19,134.055,electro,74
闘う戦士たちへ愛を込めて{戦士=もの},サザンオールスターズ,2018,4:34,112.042,j-pop,36
Chrome Heart,Black Raven,2018,3:36,109.986,rockabilly,30
Chica De Barrio,Shamanes Crew;Los Auténticos Decadentes,2018,3:32,151.056,dancehall,32
Hintergrund Meer,Meeresrauschen,2018,2:11,87.484,sleep,33
Counting Every Blessing,Rend Collective,2018,5:02,89.989,world-music,58
Every Little Thing,Hillsong Young & Free,2018,3:24,154.991,world-music,44
Woke up in Bangkok,Deepend;YouNotUs;Martin Gallop,2018,2:49,120.0,deep-house,62
Feel Good (feat. Khruangbin),Maribou State;Khruangbin,2018,4:27,102.016,garage,58
Omong Kosong,Seringai,2018,1:28,100.596,hardcore,42
Scars,Ondi Vil;Mishaal,2018,1:36,173.946,chill,52
Hunnybee,Unknown Mortal Orchestra,2018,4:28,119.993,chill,65
Girl How Will I Love You,Timmies;Mishaal,2018,1:39,172.476,chill,48
Naima,Lemongrass,2018,4:23,75.0,trip-hop,38
Heartstring,Kinobe,2018,3:57,90.011,trip-hop,47
Happy Now,Zedd;Elley Duhé,2018,3:27,88.335,electro,70
壮年JUMP,サザンオールスターズ,2018,4:30,166.128,j-pop,36
The Animal Sounds Song (Edited Version),Kids TV 123,2018,2:27,162.918,children,37
Roi,Videoclub,2018,3:45,107.984,synth-pop,50
Get Out,CHVRCHES,2018,3:51,162.023,synth-pop,39
Voyage Libre,Thievery Corporation;Lou Lou Ghelickhani,2018,3:55,123.975,trip-hop,49
Lost Without You,Ben Woodward,2018,3:54,159.985,acoustic,32
"This Is Me - Dave Audé Remix; from ""The Greatest Showman""",Keala Settle;The Greatest Showman Ensemble;Dave Audé,2018,3:36,121.939,show-tunes,51
Tudo a Ver Com Ele - Ao Vivo,Central 3;André Aquino,2018,7:09,136.975,brazil,46
Eu sou feliz assim - Ao vivo,Ferrugem,2018,3:32,76.084,pagode,50
Melhor Eu Ir - Ao Vivo,Péricles,2018,4:03,131.762,pagode,49
Idea 686,Jayla Darden,2018,2:43,135.975,chill,53
Sad!,Kid Travis,2018,2:30,134.009,chill,50
Erreur 404,L'Impératrice,2018,3:40,95.013,synth-pop,49
Diamond Heart,Alan Walker;Sophia Somajo,2018,4:00,89.909,electro,63
All Falls Down (feat. Juliander),Alan Walker;Noah Cyrus;Digital Farm Animals;Juliander,2018,3:18,98.005,electro,65
Why,Bazzi,2018,2:28,113.01,electro,70
Paris in the Rain,Lauv,2018,3:24,76.309,electro,73
River,Bishop Briggs,2018,3:36,62.507,electro,75
Never Not,Lauv,2018,3:28,133.714,electro,74
Fantasy,Bazzi,2018,2:28,144.105,dance,75
Roll Back,George FitzGerald;Lil Silva,2018,3:28,82.147,garage,43
Batphone,Arctic Monkeys,2018,4:31,106.521,garage,51
Hates My Boozin,Peter Bibby,2018,4:23,115.158,garage,32
Here to Love You,GAMPER & DADONI,2018,3:26,102.985,deep-house,54
Queima de Novo - Live,Tony Allysson,2018,8:38,135.165,brazil,45
"Tera Hua (From ""Loveyatri"")",Atif Aslam;Tanishk Bagchi,2018,3:34,118.586,pop-film,60
Baby Outlaw,Elle King,2018,3:19,152.016,blues,50
Dholida,Udit Narayan;Neha Kakkar;Palak Muchhal;Raja Hasan,2018,3:36,124.524,pop-film,60
Again,Shiloh Dynasty;Timmies,2018,2:37,74.688,chill,74
You Broke My Heart Again,Teqkoi;Aiko,2018,1:43,74.918,chill,71
tonight,demxntia,2018,1:24,170.103,chill,71
Lost Control,Alan Walker;Sorana,2018,3:42,91.997,electro,65
你叫我譯一首德國歌詞,my little airport,2018,3:21,134.0,cantopop,38
慢慢喜歡你,Karen Mok,2018,3:41,130.118,cantopop,58
"斗羅大陸 (動畫網路劇 ""斗羅大陸"" 主題曲)",Jam Hsiao,2018,3:59,139.947,mandopop,33
You,A Great Big World,2018,3:38,82.591,acoustic,49
American Sports,Arctic Monkeys,2018,2:38,176.689,garage,54
Leave It To Me,Bakers Eddy,2018,3:03,182.674,garage,33
"Monster - From ""Frozen: The Broadway Musical""",Caissie Levy;John Riddle;Original Broadway Cast of Frozen,2018,3:42,91.927,show-tunes,53
Found/Tonight,Ben Platt;Lin-Manuel Miranda,2018,2:59,80.964,show-tunes,57
Heart of Stone,SIX;Natalie Paris,2018,5:11,115.196,show-tunes,60
Charcoal Baby,Blood Orange,2018,4:02,183.241,chill,66
It’s Only (feat. Zyra) - ODESZA VIP Remix,ODESZA;Zyra,2018,4:00,119.999,chill,52
Wanted Man,Mat Kearney,2018,3:55,203.651,acoustic,59
Back To You,The Mayries,2018,3:39,77.272,acoustic,43
Lemon,Kenshi Yonezu,2018,4:16,86.983,anime,53
Blizzard,Daichi Miura,2018,5:14,139.999,j-pop,33
Graffiti,CHVRCHES,2018,3:38,86.976,synth-pop,38
O Segundo Sol,BaianaSystem;Cássia Eller,2018,2:28,137.036,afrobeat,37
"Fé Cega, Faca Amolada",Samuca e a Selva;Luedji Luna,2018,4:21,135.123,afrobeat,32
Tú Llegaste,Filip Mota,2018,3:41,152.048,dancehall,31
Research,CASTLEBEAT,2018,2:35,145.025,garage,54
I Never Wanted Love,Shannon & The Clams,2018,3:39,112.259,garage,32
Slowdown,Brad stank,2018,1:40,95.964,garage,53
Sober,SHRK;Shiloh Dynasty,2018,2:15,110.164,chill,53
cold winter,Zachary Knowles,2018,3:30,160.017,chill,48
No Way,SIX;Renée Lamb,2018,4:01,119.363,show-tunes,61
Lucky Love,Michael Seyer,2018,4:46,143.966,garage,54
Gecelerim,Doğan Canku,2018,2:42,91.664,j-pop,38
"bitches (feat. Charli XCX, Icona Pop, Elliphant, ALMA)",Tove Lo;Charli XCX;Icona Pop;Elliphant;ALMA,2018,3:11,83.085,synth-pop,46
Apakah Kamu,Yura Yunita,2018,4:05,119.968,j-pop,38
If We Have Each Other,Alec Benjamin,2018,3:01,173.094,electro,75
Alone,Alan Walker,2018,2:40,97.021,electro,74
Darkside,Alan Walker;Au/Ra;Tomine Harket,2018,3:31,169.988,electro,75
Near,Deafheaven,2018,5:28,133.509,black-metal,40
You Without End,Deafheaven,2018,7:36,128.351,black-metal,42
God = Dog,Behemoth,2018,3:58,130.153,black-metal,40
I Hope Youre Doing Okay,Pity Party (Girls Club),2018,2:00,123.946,garage,55
E Aí Bê?,Pablo,2018,3:59,131.919,forro,47
Отношения = говно,Electroforez,2018,3:15,97.972,synth-pop,39
all the kids are depressed,Jeremy Zucker,2018,2:49,103.861,electro,75
The Ultracheese,Arctic Monkeys,2018,3:37,131.497,garage,55
"Pondattee - From ""Golisoda 2""",Achu,2018,4:10,169.999,pop-film,59
Praise Is The Highway,Chris Tomlin,2018,4:56,155.954,world-music,39
The Passion - Live,Hillsong Worship;Brooke Ligertwood,2018,4:32,139.916,world-music,46
Remembrance (Live Acoustic) - Bonus,Hillsong Worship;Brooke Ligertwood,2018,5:10,140.033,world-music,44
Amazing Grace,Takehara Pistol,2018,2:58,106.756,acoustic,30
Нежность,Maya Kristalinskaya,2018,2:57,108.419,romance,31
Never Coming Back,Evan Call,2018,2:24,147.966,anime,53
倒數,G.E.M.,2018,3:49,164.062,mandopop,49
你說之後會找我,my little airport,2018,3:00,80.009,cantopop,39
再殺一個人,my little airport,2018,3:32,155.956,cantopop,40
found & lost,Survive Said The Prophet,2018,3:08,104.086,j-pop,55
Todo Momento É o Agora,Pense,2018,3:37,110.001,hardcore,33
like i need u,keshi,2018,3:02,119.872,chill,73
Hex,80purppp,2018,2:02,109.996,chill,79
2 soon,keshi,2018,3:26,174.032,chill,72
Mama,Jonas Blue;William Singe,2018,3:04,104.014,dance,74
"Corpo, Mente, Espírito",Pense,2018,3:04,113.037,hardcore,32
just friends,potsu,2018,2:52,74.971,chill,61
How Long,Charlie Puth,2018,3:20,109.974,dance,73
Snowman,Sia,2018,2:45,104.957,dance,78
I Can't Help,Sarcastic Sounds,2018,1:17,164.095,chill,52
Sudah Gila,Total Jerks,2018,1:01,178.118,hardcore,32
With You,Mokita,2018,2:34,154.901,chill,67
London,Mokita,2018,2:40,119.901,chill,67
Let Me Down Slowly,Alec Benjamin,2018,2:49,150.073,electro,85
Older,Sasha Alex Sloan,2018,3:11,64.002,electro,71
Faded,Alan Walker,2018,3:32,179.642,electro,80
Lily,Alan Walker;K-391;Emelie Hollow,2018,3:15,150.978,electro,74
Let Me,ZAYN,2018,3:05,168.408,dance,68
Getaway,Syn Cole,2018,3:14,110.03,deep-house,43
Maybe Not,Jan Blomqvist,2018,4:53,122.018,deep-house,50
Meeresrauschen für Yoga,Meeresrauschen,2018,2:01,39.278,sleep,33
Capital Letters,Hailee Steinfeld;BloodPop®,2018,3:39,99.963,dance,70
Water Fountain,Alec Benjamin,2018,3:38,133.975,electro,79
Ignite,Alan Walker;Julie Bergan;K-391;SEUNGRI,2018,3:30,90.008,electro,71
comethru,Jeremy Zucker,2018,3:01,93.982,electro,79
"Fire, Walk with Me",Harakiri for the Sky,2018,9:08,145.001,black-metal,44
Black Out (feat. 9m88),ØZI;9m88,2018,3:57,100.056,mandopop,52
Get You The Moon (feat. Snøw),Kina;Snøw,2018,2:59,118.917,sad,80
"Living Life, In The Night",Cheriimoya;Sierra Kidd,2018,2:02,143.249,sad,83
Baby You're Worth It,Kina,2018,2:10,119.952,sad,69
Better With You,Ollie;Aleesia,2018,3:17,107.065,sad,56
Sunset/Sunrise,Snøw,2018,1:27,77.993,sad,63
Can We Kiss Forever?,Kina;Adriana Proenza,2018,3:07,109.986,sad,77
Let Go,Hillsong Young & Free,2018,3:50,126.032,world-music,48
Impact,Chris Tomlin,2018,4:14,143.955,world-music,41
Such A Simple Thing,Ray LaMontagne,2018,4:56,76.349,acoustic,65
More Than Friends (feat. Meghan Trainor),Jason Mraz;Meghan Trainor,2018,3:01,139.28,acoustic,54
Interdimensional Summit,Dimmu Borgir,2018,4:39,140.172,black-metal,47
誰,Yo Lee,2018,4:11,128.579,mandopop,44
在青春迷失的咖啡館,Cyndi Wang,2018,3:38,168.002,mandopop,48
台北某個地方,Cheer Chen,2018,4:16,133.472,mandopop,50
最暖的憂傷 (電視劇《溫暖的弦》主題曲),Hebe Tien,2018,4:28,150.879,mandopop,36
Umbrella - Acoustic Version,The Mayries,2018,2:58,123.962,acoustic,48
Something Stupid,Bailey Pelkman;Randy Rektor,2018,2:27,117.961,acoustic,47
Kemuri,DJ Krush,2018,4:50,179.404,trip-hop,39
I Follow,CASTLEBEAT,2018,2:36,146.051,garage,55
$10,Good Morning,2018,1:29,120.969,garage,64
Tranquility Base Hotel & Casino,Arctic Monkeys,2018,3:31,142.2,garage,59
Star Treatment,Arctic Monkeys,2018,5:54,120.07,garage,59
Here,CASTLEBEAT,2018,3:33,139.972,garage,56
Tears,W O L F C L U B,2018,3:11,169.951,synth-pop,37
涙の海で抱かれたい~SEA OF LOVE~ [2018 Remaster],サザンオールスターズ,2018,4:27,138.915,j-pop,38
Red Swan - TV Edit -,Yoshiki;HYDE,2018,1:30,131.853,j-pop,50
Любовь - волшебная страна,Valentina Ponomaryova,2018,2:50,136.231,romance,30
On the Low,Justin Park,2018,3:01,87.008,chill,63
Fever,Wizkid,2018,4:12,98.008,dancehall,56
Grand Blue,Shonan No Kaze,2018,5:13,134.048,j-pop,50
La vie en rose (feat. Cécile McLorin Salvant),Michael Bublé;Cécile McLorin Salvant,2018,3:49,63.378,j-pop,59
秋がくれた切符,Mr.Children,2018,3:30,77.583,j-pop,39
微熱,My Hair is Bad,2018,3:22,133.105,j-pop,40
Yellow,Pity Party (Girls Club),2018,2:14,125.068,garage,62
Four Out Of Five,Arctic Monkeys,2018,5:12,130.189,garage,61
Et Helt Nyt Liv,Søren Launbjerg;Louise Norby,2018,2:41,81.996,disney,33
Live Your Story,Auli'i Cravalho,2018,3:26,135.901,disney,55
Ghar Se Nikalte Hi,Amaal Mallik;Armaan Malik;Rajesh Roshan,2018,4:42,114.02,pop-film,58
I'm Only a Fool for You,Dybbukk,2018,1:01,70.917,sad,70
Blah Blah Blah,Armin van Buuren,2018,3:03,138.009,edm,68
Neden,Ceg,2018,3:02,119.908,turkish,49
Under Water,Fareoh,2018,2:45,145.045,edm,53
西湖沒有中秋,my little airport,2018,2:07,138.066,cantopop,47
Wouldn’t It Be Nice,The Beach Boys;Royal Philharmonic Orchestra,2018,3:13,125.014,psych-rock,49
Devagar,menores atos,2018,4:46,124.021,hardcore,32
Don't,Colette Lush,2018,3:28,79.975,chill,60
Sad Life,SHRK;Shiloh Dynasty,2018,3:01,101.041,chill,56
REVIVER,MY FIRST STORY,2018,4:50,99.999,hardcore,55
Persetan,Seringai,2018,3:23,95.124,hardcore,33
Utopia,Pense,2018,3:13,114.0,hardcore,31
8 Letters,Why Don't We,2018,3:10,88.979,dance,74
Ex-Wives,SIX,2018,5:50,136.647,show-tunes,64
Sweater Weather (Lofi Remix),89ine,2018,3:35,96.018,chill,45
This Feeling,The Chainsmokers;Kelsea Ballerini,2018,3:17,105.049,dance,73
I Like It,Cardi B;Bad Bunny;J Balvin,2018,4:13,136.048,dance,79
Seeming,Helios,2018,2:35,74.914,ambient,49
Compassion,Ilya Beshevli,2018,3:06,83.607,ambient,51
Halfway House,The Native,2018,2:17,119.852,ambient,47
FEEL NOTHING,The Plot In You,2018,3:36,144.17,metal,76
Dead and Cold,SadBoyProlific,2018,1:29,87.967,sad,74
Nobody Cares,Kina,2018,2:55,100.018,sad,65
Make It (feat. The Weeknd) [DJAmg Remixer],AtariJones;The Weeknd,2018,1:42,82.759,chill,62
ただ君に晴れ,ヨルシカ,2018,3:18,139.996,j-pop,65
Losing Interest,Papithbk,2018,1:33,134.042,sad,68
U’re Mine,Kina,2018,2:18,100.153,sad,64
Love Is a Drug,Papithbk,2018,1:40,110.06,sad,68
I Can't Sleep,Powfu;Sarcastic Sounds,2018,2:32,80.454,sad,61
今今ここに君とあたし,Creep Hyp,2018,3:01,116.276,j-pop,40
Bruk Off Yuh Back (feat. Chris Brown),Konshens;Chris Brown,2018,3:14,202.052,dancehall,52
Hey Hey Baby,my little airport,2018,2:19,89.983,cantopop,41
Meeresrauschen für tiefe Entspannung,Meeresrauschen,2018,2:06,127.733,sleep,32
The Human Heart,Lea Salonga;Once On This Island Storytellers,2018,3:58,71.883,show-tunes,31
Amanhã,menores atos,2018,4:44,137.999,hardcore,31
C'est si bon,Aoi Teshima,2018,1:48,113.913,acoustic,51
Baby (Acoustic Version),Jonah Baker,2018,2:40,116.103,acoustic,42
Who You Say I Am - Recorded at Sound Stage Nashville,Hillsong Worship,2018,5:03,169.641,world-music,45
Holy Roar,Chris Tomlin,2018,4:11,156.146,world-music,43
One Day (When We All Get To Heaven) - Radio Version,Matt Redman,2018,3:50,80.157,world-music,46
Resurrection Power,Chris Tomlin,2018,4:10,150.079,world-music,44
Lost in the Brass,Lindsay Mendez,2018,3:50,117.291,show-tunes,32
Calm Baby Lullabies,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,2018,2:08,77.621,sleep,32
Pink Noise For Sleep 2,Granular,2018,1:40,0.0,sleep,33
Pink Noise For Sleep 8,Granular,2018,1:40,79.335,sleep,33
Not Your Barbie Girl,Ava Max,2018,3:06,120.063,dance,68
Mine,Bazzi,2018,2:11,142.929,dance,76
Eastside (with Halsey & Khalid),benny blanco;Halsey;Khalid,2018,2:53,89.391,dance,75
Shirim,Melody's Echo Chamber,2018,4:46,101.133,psych-rock,46
Any Other Way,Tomberlin,2018,3:22,176.404,psych-rock,51
Slow Waves,Ocean Sounds Collection,2018,1:29,56.124,sleep,33
Brown Noise - Deep Rumbling Water,Granular,2018,1:50,137.027,sleep,32
Beautiful (feat. Camila Cabello),Bazzi;Camila Cabello,2018,3:00,100.027,dance,74
God Only Knows,for KING & COUNTRY,2018,3:49,143.839,alt-rock,65
no tears left to cry,Ariana Grande,2018,3:25,121.993,dance,78
Velvet Light,Jakob,2018,2:21,77.919,garage,66
Rise,Jonas Blue;Jack & Jack,2018,3:14,106.046,dance,71
Walk Away,SadBoyProlific;Aiko;Teqkoi,2018,2:00,100.268,sad,68
Alone,SadBoyProlific;Ivri,2018,2:40,119.091,sad,68
Why Am I Waiting,Papithbk,2018,1:35,126.054,sad,70
進階,JJ Lin,2018,3:38,92.035,mandopop,37
The Heretic Anthem,Carnifex,2018,4:12,101.009,black-metal,50
All For Love,Tungevaag;Raaban;Richard Smitt,2018,3:00,125.115,edm,59
Your Side Of The Bed (feat. Eric Nam),Loote;Eric Nam,2018,3:16,109.919,edm,61
Indecisão,Solange Almeida,2018,3:16,178.039,forro,44
Lívstræðrir,John Lunn;Eivør,2018,5:17,133.373,british,49
Любовь уставших лебедей,Dimash Qudaibergen,2018,4:59,148.062,opera,47
We Will Meet Once Again (with Andrea Bocelli),Josh Groban;Andrea Bocelli,2018,3:55,108.615,opera,52
Revitalizar,Pense,2018,3:11,113.014,hardcore,30
All the Things She Said,Tomorrow,2018,2:23,114.765,metal,62
Hard It All Can Be,Papithbk,2018,1:44,81.966,sad,60
ННД,Tomorrow,2018,1:27,172.661,metal,69
Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding;Diplo;Swae Lee,2018,3:02,144.107,edm,65
Without Me,Brandon Chase,2018,3:22,115.877,acoustic,47
Safe,itssvd;Shiloh Dynasty,2018,1:18,114.886,chill,67
Tokyo,Leat'eq,2018,2:54,101.968,edm,61
Moonlight,Gaullin,2018,2:53,124.957,edm,65
Your Song,Rita Ora,2018,3:00,117.984,edm,54
ロマンス宣言,Ayano Kaneko,2018,2:29,156.375,j-pop,54
Fade into You,Andrew Belle,2018,4:51,159.906,acoustic,53
Onlar Acımı Bilemez Hacım,Ceg,2018,3:53,107.844,turkish,49
ラブソング,Yamazaru,2018,4:44,168.152,j-pop,43
Midnight Thoughts,SadBoyProlific,2018,2:04,79.569,sad,64
Sokak Güvercini,Stabil,2018,3:09,85.482,turkish,48
Kaptan,Emir Can İğrek,2018,4:17,93.657,turkish,51
Unravel (Full Version),Jonathan Young,2018,3:42,135.254,metal,51
Meeresrauschen ohne Musik,Meeresrauschen,2018,2:30,81.388,sleep,32
Meeresrauschen für Wellness,Meeresrauschen,2018,3:00,119.414,sleep,32
Make Me A Channel Of Your Peace,Katherine Jenkins,2018,3:39,82.297,opera,39
Legendary,Disney Channel Stars,2018,3:11,98.038,disney,41
Scars on My Heart,Powfu;SadBoyProlific,2018,3:44,78.267,sad,56
It Runs Through Me,Tom Misch;De La Soul,2018,4:21,96.916,j-pop,68
"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo;French Montana;Lil Pump;Zhavia,2018,3:01,171.921,edm,67
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental;Jess Glynne;Macklemore;Dan Caplen,2018,3:30,92.213,edm,73
it kills me,demxntia;keshi,2018,2:35,105.075,chill,65
Can't Love Myself,Monty Datta;Mishaal,2018,2:02,181.032,chill,68
Heaven,Julia Michaels,2018,3:11,199.843,dance,69
Shallow,Lady Gaga;Bradley Cooper,2018,3:35,95.799,dance,84
Ainda Te Amo,Jão,2018,3:10,143.839,funk,43
White Noise Traffic Sounds,White Noise for Babies,2018,3:55,88.49,sleep,32
Haus of Holbein,SIX,2018,2:06,150.111,show-tunes,60
Calming Heavy Distant Rain,"Spa;Sounds Of Nature : Thunderstorm, Rain;White Noise Meditation",2018,4:34,87.371,sleep,32
Beach House,The Chainsmokers,2018,3:26,179.945,edm,56
Movie,Tom Misch,2018,5:57,122.043,j-pop,66
I Ran (So Far Away),A Flock Of Seagulls,2018,3:39,145.158,synth-pop,30
Sweep Me off My Feet,Pond,2018,3:29,100.157,psych-rock,45
Five to One - 2018 Remaster,The Doors,2018,4:25,88.104,psych-rock,33
"Hello, I Love You - 2018 Remaster",The Doors,2018,2:16,118.187,psych-rock,34
Ecclesia Diabolica Catholica,Behemoth,2018,4:49,140.745,black-metal,38
Bülbülüm Altın Kafeste,Pinhani,2018,6:14,111.646,turkish,44
Kal Benim İçin,Pamela,2018,3:47,95.013,turkish,46
Days We Had,Powfu,2018,4:02,129.987,sad,49
Zombie (Acoustic),Bad Wolves,2018,4:19,77.011,metal,55
I Could Never Be Loved,Powfu,2018,3:33,137.994,sad,54
A Lo Natural,JuanchitoSaico,2018,3:20,93.972,dancehall,31
Raplord,Sea Smile,2018,4:46,141.96,hardcore,31
Rescuer (Good News),Rend Collective,2018,3:28,152.049,world-music,56
If Only,Andrea Bocelli;Dua Lipa,2018,3:37,147.518,opera,52
Great Things,Phil Wickham,2018,4:50,101.989,world-music,46
Vou Morrer Sozinho,Jão,2018,2:54,126.034,funk,43
4:44 Am,Kochetkovv,2018,2:01,129.89,chill,67
Franco,Emir Can İğrek,2018,4:12,94.99,turkish,49
Angetenar,Rompasso,2018,6:06,102.904,edm,54
Spotlight,Marshmello;Lil Peep,2018,2:57,150.06,edm,73
In Your Hands - Single Version,Nick Mulvey,2018,3:50,105.945,british,61
Zombie,Bad Wolves,2018,4:14,77.093,metal,66
A Storm Is Coming,Lorne Balfe,2018,1:12,102.048,british,33
Calma Negativa,Aurora Rules,2018,4:41,92.489,hardcore,30
よふかしのうた,Creepy Nuts,2018,3:57,115.048,j-pop,66
One Start Trip,Granular,2018,3:00,0.0,sleep,32
Soft Piano,Baby Sleep Music;Baby Lullaby;Monarch Baby Lullaby Institute,2018,2:12,151.665,sleep,32
Conexão,BIN,2018,2:15,139.835,funk,44
Bolo de Rolo,DUDA BEAT,2018,3:53,140.007,funk,44
All You Wanna Do,SIX;Aimie Atkinson,2018,6:50,143.991,show-tunes,64
Reckless Love (Spontaneous),Bethel Music;Steffany Gretzinger,2018,9:59,110.243,ambient,52
Ghost,Ryan Caraveo,2018,3:05,139.983,sad,65
By Your Side,Jonas Blue;RAYE,2018,3:21,123.007,edm,64
I Miss You (feat. Julia Michaels),Clean Bandit;Julia Michaels,2018,3:25,105.002,edm,71
Jungle,Jimi Hendrix,2018,3:28,174.608,psych-rock,57
Electricity (with Dua Lipa),Silk City;Dua Lipa;Diplo;Mark Ronson,2018,3:58,118.159,edm,74
Everybody Hates Me,The Chainsmokers,2018,3:43,154.957,edm,59
Mayhem,Steve Aoki;Quintino,2018,2:37,127.929,edm,57
Fast Car,Jonas Blue;Dakota,2018,3:32,113.945,edm,73
Panic Room,Au/Ra,2018,3:57,97.91,edm,72
Amo Soltanto Te,Andrea Bocelli;Ed Sheeran,2018,3:20,95.043,opera,52
Mera Pyar Tera Pyar,Jeet Gannguli;Arijit Singh,2018,4:35,99.017,pop-film,59
Smile,Hellions,2018,3:05,101.943,hardcore,30
Depresi,Total Jerks,2018,1:05,171.865,hardcore,30
Enam Lima,Seringai,2018,3:14,81.017,hardcore,31
Butterfly,UMI,2018,2:40,131.894,chill,62
I Wrote You a Letter,Fudasca;Thomas Reid,2018,2:40,89.868,sad,49
Worried,SadBoyProlific;Mntl,2018,2:02,175.025,sad,57
Ruin My Life,Zara Larsson,2018,3:10,124.896,edm,67
Kafamın İçi Dolu,Ceg,2018,3:50,119.922,turkish,45
Jane Maryam,Evgeny Grinko,2018,1:30,96.939,turkish,64
I Know You (feat. Bastille),Craig David;Bastille,2018,3:34,140.555,british,52
Red Swan,Yoshiki;HYDE,2018,4:23,131.744,j-pop,63
Breakfast With the Moon,Powfu,2018,2:43,78.007,sad,50
Pim,Old G,2018,3:14,149.894,turkish,45
2U (feat. Justin Bieber),David Guetta;Justin Bieber,2018,3:14,144.878,edm,61
For a While,Fenne Lily,2018,3:54,129.952,british,45
Anarchist,YUNGBLUD,2018,2:47,160.627,british,55
Chill Calling,Fatboibari;dhan,2018,1:39,103.144,chill,55
My Misty Mornings,Fabrizio Paterlini,2018,3:22,130.063,ambient,54
Memory Lane,AcesToAces,2018,2:15,128.037,funk,62
Hollow (feat. Sabelle),My Buddy Mike;Sabelle,2018,3:52,99.98,deep-house,45
Won't Let Go,Lucas Estrada;Alex Alexander;Blinded Hearts,2018,2:39,116.074,deep-house,46
Fall On Me,Andrea Bocelli;Matteo Bocelli,2018,4:18,83.862,opera,56
Speechless (feat. Erika Sirola),Robin Schulz;Erika Sirola,2018,3:34,125.047,deep-house,62
Need Someone,Ollie,2018,3:03,79.987,sad,54
「70cm四方の窓辺」,ROTTENGRAFFTY,2018,3:46,149.052,j-idol,49
Distortion,BABYMETAL,2018,3:05,97.51,j-idol,47
掌で踊る,Sokoninaru,2018,3:14,107.077,j-idol,42
Ψ発見伝!,Dempagumi.Inc,2018,3:56,95.026,j-idol,33
反抗声明,Ayumikurikamaki,2018,3:00,175.207,j-idol,35
I Know You're Not Happy,Powfu,2018,3:17,139.621,sad,48
Legal,Khontkar,2018,3:42,73.969,turkish,43
Scooby Doo Pa Pa (Remix),Dj Kass;Pitbull,2018,2:56,120.924,hardcore,39
